2025-04-12 08:20:03.711738,Minor Detected
2025-04-12 08:20:04.703467,Minor Detected
2025-04-12 08:20:04.853414,Minor Detected
2025-04-12 08:20:04.915369,Minor Detected
2025-04-12 08:20:05.198776,Minor Detected
2025-04-12 08:20:05.270044,Minor Detected
2025-04-12 08:20:05.338395,Minor Detected
2025-04-12 08:20:05.481902,Minor Detected
2025-04-12 08:20:05.548385,Minor Detected
2025-04-12 08:20:05.687053,Minor Detected
2025-04-12 08:20:05.770332,Minor Detected
2025-04-12 08:20:05.834372,Minor Detected
2025-04-12 08:20:05.921092,Minor Detected
2025-04-12 08:20:06.647611,Minor Detected
2025-04-12 08:20:06.720460,Minor Detected
2025-04-12 08:20:06.788967,Minor Detected
2025-04-12 08:20:07.000430,Minor Detected
2025-04-12 08:20:07.146019,Minor Detected
2025-04-12 08:20:07.637165,Minor Detected
2025-04-12 08:20:08.341691,Minor Detected
2025-04-12 08:20:08.411557,Minor Detected
2025-04-12 08:20:08.555360,Minor Detected
2025-04-12 08:20:08.693826,Minor Detected
2025-04-12 08:20:08.907687,Minor Detected
2025-04-12 08:20:08.976636,Minor Detected
2025-04-12 08:20:10.046825,Minor Detected
2025-04-12 08:20:10.112626,Minor Detected
2025-04-12 08:20:10.186156,Minor Detected
2025-04-12 08:20:10.328221,Minor Detected
2025-04-12 08:20:10.392847,Minor Detected
2025-04-12 08:20:10.616313,Minor Detected
2025-04-12 08:20:10.676710,Minor Detected
2025-04-12 08:20:10.748638,Minor Detected
2025-04-12 08:20:10.818606,Minor Detected
2025-04-12 08:20:10.890325,Minor Detected
2025-04-12 08:20:11.442626,Minor Detected
2025-04-12 08:20:15.352116,Minor Detected
2025-04-12 08:20:15.487151,Minor Detected
2025-04-12 08:20:15.555250,Minor Detected
2025-04-12 08:20:15.630587,Minor Detected
2025-04-12 08:20:15.696178,Minor Detected
2025-04-12 08:20:15.767476,Minor Detected
2025-04-12 08:20:15.841169,Minor Detected
2025-04-12 08:20:15.908119,Minor Detected
2025-04-12 08:20:15.975984,Minor Detected
2025-04-12 08:20:16.057758,Minor Detected
2025-04-12 08:20:16.119077,Minor Detected
2025-04-12 08:20:16.191156,Minor Detected
2025-04-12 08:20:16.262706,Minor Detected
2025-04-12 08:20:16.336230,Minor Detected
2025-04-12 08:20:16.403644,Minor Detected
2025-04-12 08:20:16.477566,Minor Detected
2025-04-12 08:20:16.544613,Minor Detected
2025-04-12 08:20:16.614744,Minor Detected
2025-04-12 08:20:16.688700,Minor Detected
2025-04-12 08:20:16.757004,Minor Detected
2025-04-12 08:20:16.826908,Minor Detected
2025-04-12 08:20:16.902396,Minor Detected
2025-04-12 08:20:16.968520,Minor Detected
2025-04-12 08:20:17.038082,Minor Detected
2025-04-12 08:20:17.112999,Minor Detected
2025-04-12 08:20:17.182033,Minor Detected
2025-04-12 08:20:17.254294,Minor Detected
2025-04-12 08:20:17.322895,Minor Detected
2025-04-12 08:20:17.397003,Minor Detected
2025-04-12 08:20:17.538591,Minor Detected
2025-04-12 08:20:17.678266,Minor Detected
2025-04-12 08:20:17.747573,Minor Detected
2025-04-12 08:20:17.821066,Minor Detected
2025-04-12 08:20:17.887442,Minor Detected
2025-04-12 08:20:18.031650,Minor Detected
2025-04-12 08:20:18.256686,Minor Detected
2025-04-12 08:20:18.417135,Minor Detected
2025-04-12 08:20:18.488146,Minor Detected
2025-04-12 08:20:18.559457,Minor Detected
2025-04-12 08:20:18.636027,Minor Detected
2025-04-12 08:20:18.700755,Minor Detected
2025-04-12 08:20:18.772245,Minor Detected
2025-04-12 08:20:18.843647,Minor Detected
2025-04-12 08:20:18.916953,Minor Detected
2025-04-12 08:20:18.984051,Minor Detected
2025-04-12 08:20:19.128107,Minor Detected
2025-04-12 08:20:19.195430,Minor Detected
2025-04-12 08:20:19.270837,Minor Detected
2025-04-12 08:20:19.338185,Minor Detected
2025-04-12 08:20:19.475738,Minor Detected
2025-04-12 08:20:19.542858,Minor Detected
2025-04-12 08:20:19.886413,Minor Detected
2025-04-12 08:20:19.968507,Minor Detected
2025-04-12 08:20:20.052072,Minor Detected
2025-04-12 08:20:20.111695,Minor Detected
2025-04-12 08:20:20.187384,Minor Detected
2025-04-12 08:20:20.255251,Minor Detected
2025-04-12 08:20:20.329970,Minor Detected
2025-04-12 08:20:20.399511,Minor Detected
2025-04-12 08:20:20.470965,Minor Detected
2025-04-12 08:20:20.538657,Minor Detected
2025-04-12 08:20:20.608086,Minor Detected
2025-04-12 08:20:20.686996,Minor Detected
2025-04-12 08:20:20.751612,Minor Detected
2025-04-12 08:20:20.822081,Minor Detected
2025-04-12 08:20:20.896141,Minor Detected
2025-04-12 08:20:20.961220,Minor Detected
2025-04-12 08:20:21.037516,Minor Detected
2025-04-12 08:20:21.103708,Minor Detected
2025-04-12 08:20:21.162469,Minor Detected
2025-04-12 08:20:21.807813,Minor Detected
2025-04-12 08:20:22.300265,Minor Detected
2025-04-12 08:20:22.371467,Minor Detected
2025-04-12 08:20:22.442155,Minor Detected
2025-04-12 08:20:24.067623,Minor Detected
2025-04-12 08:20:24.136529,Minor Detected
2025-04-12 08:20:24.918802,Minor Detected
2025-04-12 08:20:24.990365,Minor Detected
2025-04-12 08:20:25.059382,Minor Detected
2025-04-12 08:20:25.124464,Minor Detected
2025-04-12 08:20:26.407618,Minor Detected
2025-04-12 08:20:26.470258,Minor Detected
2025-04-12 08:20:28.664635,Minor Detected
2025-04-12 08:20:29.077180,Minor Detected
2025-04-12 08:20:29.236626,Minor Detected
2025-04-12 08:20:29.381278,Minor Detected
2025-04-12 08:20:29.444949,Minor Detected
2025-04-12 08:20:29.520512,Minor Detected
2025-04-12 08:20:29.586992,Minor Detected
2025-04-12 08:20:29.657392,Minor Detected
2025-04-12 08:20:29.947798,Minor Detected
2025-04-12 08:20:30.226760,Minor Detected
2025-04-12 08:20:30.295495,Minor Detected
2025-04-12 08:20:30.368910,Minor Detected
2025-04-12 08:20:30.585787,Minor Detected
2025-04-12 08:20:31.069338,Minor Detected
2025-04-12 08:20:31.148482,Minor Detected
2025-04-12 08:20:32.408374,Minor Detected
2025-04-12 08:20:33.325477,Minor Detected
2025-04-12 08:20:39.953038,Minor Detected
2025-04-12 08:20:40.014058,Minor Detected
2025-04-12 08:20:40.086425,Minor Detected
2025-04-12 08:20:40.158085,Minor Detected
2025-04-12 08:20:40.228473,Minor Detected
2025-04-12 08:20:40.438536,Minor Detected
2025-04-12 08:20:40.511954,Minor Detected
2025-04-12 08:20:40.580591,Minor Detected
2025-04-12 08:20:40.654457,Minor Detected
2025-04-12 08:20:40.721234,Minor Detected
2025-04-12 08:20:40.791191,Minor Detected
2025-04-12 08:20:40.865619,Minor Detected
2025-04-12 08:20:40.934706,Minor Detected
2025-04-12 08:20:41.005649,Minor Detected
